The happiness of your life depends upon the quality of your thoughts.Marcus Aurelius
He who fears death will never do anything worth of a man who is alive.Seneca
We suffer more often in imagination than in reality.Seneca
The obstacle is the way.Marcus Aurelius
Waste no more time arguing about what a good man should be. Be one.Marcus Aurelius
It's not what happens to you, but how you react to it that matters.Epictetus
The greater the difficulty, the more glory in surmounting it.Seneca
No person has the power to have everything they want, but it is in their power not to want what they don't have.Seneca
Do not act as if you were going to live ten thousand years. Death hangs over you. While you live, while it is in your power, be good.Marcus Aurelius
Choose not to be harmed and you won't feel harmed. Don't feel harmed and you haven't been.Marcus Aurelius
You have power over your mind, not outside events. Realize this, and you will find strength.Marcus Aurelius
What progress, you ask have I made? I have begun to be a friend to myself.- Seneca
He who laughs at himself never runs out of things to laugh at.Epictetus
If a man knows not to which port he sails, no wind is favorable.Seneca
Life is very short and anxious for those who forget the past, neglect the present, and fear the future.Seneca
The happiness of your life depends upon the quality of your thoughts.Marcus Aurelius
If it is not right, do not do it, if it is not true, do not say it.Marcus Aurelius
First learn the meaning of what you say, and then speak.Epictetus
If you are distressed by anything external, the pain is not due to the thing itself, but to your estimate of it; and this you have the power to revoke at any moment.Marcus Aurelius
No man is free who is not master of himself.Epictetus
Wealth consists not in having great possessions, but in having few wants.Epictetus
Difficulties strengthen the mind, as labor does the body.Seneca
If you really want to escape the things that harass you, what you’re needing is not to be in a different place but to be a different person.Seneca
True happiness is to enjoy the present, without anxious dependence upon the future.Seneca
It does not matter what you bear, but how you bear it.Seneca
The best revenge is not to be like your enemy.Marcus Aurelius
It is not the man who has too little that is poor, but the one who hankers after more.Seneca
It is the power of the mind to be unconquerable.Seneca
The only way to happiness is to cease worrying about things which are beyond the power of our will.Epictetus
The soul becomes dyed with the color of its thoughts.Marcus Aurelius
He is a wise man who does not grieve for the things which he has not, but rejoices for those which he has.Epictetus
A gem cannot be polished without friction, nor a man perfected without trials.Seneca
If one does not know to which port one is sailing, no wind is favorable.Seneca
The whole future lies in uncertainty: live immediately.Seneca
Don't seek for everything to happen as you wish it would, but rather wish that everything happens as it actually will—then your life will be serene.Epictetus
Don't explain your philosophy. Embody it.Epictetus
He is a wise man who does not grieve for the things which he has not, but rejoices for those which he has.Epictetus
Wealth consists not in having great possessions, but in having few wants.Epictetus
A wise man is content with his lot, whatever it may be, without wishing for what he has not.Seneca
We suffer more often in imagination than in reality.Seneca
No man is free who is not master of himself.Epictetus
Wealth is the slave of the wise. The master of the fool.Seneca
The tranquility that comes when you stop caring what they say. Or think, or do. Only what you do.Marcus Aurelius
Men are disturbed not by things, but by the view which they take of them.Epictetus
It is not the man who has too little that is poor, but the one who hankers after more.Seneca
No person has the power to have everything they want, but it is in their power not to want what they don't have.Seneca
Life is very short and anxious for those who forget the past, neglect the present, and fear the future.Seneca
The best revenge is not to be like your enemy.Marcus Aurelius
What progress, you ask, have I made? I have begun to be a friend to myself.Seneca
No man was ever wise by chance.Seneca
It is not death that a man should fear, but he should fear never beginning to live.Marcus Aurelius
If it is not right, do not do it, if it is not true, do not say it.Marcus Aurelius
He who laughs at himself never runs out of things to laugh at.Epictetus
We are more often frightened than hurt; and we suffer more from imagination than from reality.Seneca
The tranquility that comes when you stop caring what they say. Or think, or do. Only what you do.Marcus Aurelius
I begin to speak only when I'm certain what I'll say isn't better left unsaid.Cato the Younger
No person has the power to have everything they want, but it is in their power not to want what they don't have.Seneca
It's not what happens to you, but how you react to it that matters.Epictetus
The greater the difficulty, the more glory in surmounting it.Seneca
The soul becomes dyed with the color of its thoughts.Marcus Aurelius
Wealth is the slave of the wise. The master of the fool.Seneca
It is not the man who has too little that is poor, but the one who hankers after more.Seneca
A wise man is content with his lot, whatever it may be, without wishing for what he has not.Seneca
The whole future lies in uncertainty: live immediately.Seneca
Don't seek for everything to happen as you wish it would, but rather wish that everything happens as it actually will—then your life will be serene.Epictetus
Don't explain your philosophy. Embody it.Epictetus
No man is free who is not master of himself.Epictetus
He is a wise man who does not grieve for the things which he has not, but rejoices for those which he has.Epictetus
Wealth consists not in having great possessions, but in having few wants.Epictetus
The happiness of your life depends upon the quality of your thoughts.Marcus Aurelius
If you are distressed by anything external, the pain is not due to the thing itself, but to your estimate of it; and this you have the power to revoke at any moment.Marcus Aurelius
The obstacle is the way.Marcus Aurelius
No man was ever wise by chance.Seneca
What progress, you ask, have I made? I have begun to be a friend to myself.Seneca
A gem cannot be polished without friction, nor a man perfected without trials.Seneca
We are more often frightened than hurt; and we suffer more from imagination than from reality.Seneca
He who fears death will never do anything worth of a man who is alive.Seneca
If one does not know to which port one is sailing, no wind is favorable.Seneca
True happiness is to enjoy the present, without anxious dependence upon the future.Seneca
The only way to happiness is to cease worrying about things which are beyond the power of our will.Epictetus
Difficulties strengthen the mind, as labor does the body.Seneca
He is a wise man who does not grieve for the things which he has not, but rejoices for those which he has.Epictetus
Wealth consists not in having great possessions, but in having few wants.Epictetus
A wise man is content with his lot, whatever it may be, without wishing for what he has not.Seneca
We suffer more often in imagination than in reality.Seneca
No man is free who is not master of himself.Epictetus
Wealth is the slave of the wise. The master of the fool.Seneca
The tranquility that comes when you stop caring what they say. Or think, or do. Only what you do.Marcus Aurelius
Men are disturbed not by things, but by the view which they take of them.Epictetus
It is not the man who has too little that is poor, but the one who hankers after more.Seneca
No person has the power to have everything they want, but it is in their power not to want what they don't have.Seneca
Life is very short and anxious for those who forget the past, neglect the present, and fear the future.Seneca
The best revenge is not to be like your enemy.Marcus Aurelius
What progress, you ask, have I made? I have begun to be a friend to myself.Seneca
No man was ever wise by chance.Seneca
It is not death that a man should fear, but he should fear never beginning to live.Marcus Aurelius
If it is not right, do not do it, if it is not true, do not say it.Marcus Aurelius
He who laughs at himself never runs out of things to laugh at.Epictetus
We are more often frightened than hurt; and we suffer more from imagination than from reality.Seneca
The tranquility that comes when you stop caring what they say. Or think, or do. Only what you do.Marcus Aurelius
